IDA ID	IDA Text	Unique Proteins	Representative Accession	Representative Length	Representative Domains
86db9af042eb50ed76f7165db1fc89befe4c9d26	PF03477:IPR005144-PF00317:IPR013509-PF00317:IPR013509-PF02867:IPR000788	105	Q702B6	906	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[21-113],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[134-202],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[254-287],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[290-792]
b5d6adadf4f27aae0a81d9f4d78aab18d08d7288	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860	72	Q4C9K9	1116	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[34-117],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[170-240],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[245-1096],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[664-744]
3ea6a9a47572a0f926690cf365758c742a7b698c	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF02867:IPR000788	61	E6QVS2	1414	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[86-183],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[345-418],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[422-493],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[736-800],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[874-1372]
3ac6c044a961c0c21d124fa552c696f0d7c8419f	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788	60	Q647Z9	914	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[21-103],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[106-728],PF14890{Intein_splicing}[306-596],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[441-535],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[732-877]
f8859ae4f5c1762297bd8bca950019adfa8ba5d6	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860	55	O58101	1291	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[12-100],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[121-275],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[278-1163],PF14890{Intein_splicing}[524-852],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[707-798]
825f32a60e88cfdac31b5cb4b017e1c7f8e71d19	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF12637:IPR024434	43	Q3AEA3	1101	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[3-83],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[86-896],PF14890{Intein_splicing}[304-612],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[466-554],PF12637{TSCPD}:IPR024434{TSCPD_dom}[951-1034]
082d366372439912fbf68096ca8a524300393b35	PF08343:IPR013554-PF00317:IPR013509-PF13403:IPR028992-PF14528:IPR004860-PF02867:IPR000788	39	Q5YRN5	1102	PF08343{RNR_N}:IPR013554{RNR_N}[1-76],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[78-151],PF13403{Hint_2}:IPR028992{Hedgehog/Intein_dom}[157-220],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[426-482],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[565-1082]
322395d3011d3fb2736902facc4d336aebe91de6	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF12637:IPR024434	38	Q251D1	1153	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[15-96],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[99-782],PF14890{Intein_splicing}[316-649],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[492-588],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[787-933],PF12637{TSCPD}:IPR024434{TSCPD_dom}[1013-1080]
dfd9577f342260acd085240379b472bf7269a213	PF08343:IPR013554-PF00317:IPR013509	37	D9J0S2	213	PF08343{RNR_N}:IPR013554{RNR_N}[16-96],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[98-170]
2560be070e780c95f1b8810e5b53a6728446f833	PF00317:IPR013509-PF02867:IPR000788-PF01381:IPR001387	25	Q160T8	832	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[8-79],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[85-551],PF01381{HTH_3}:IPR001387{Cro/C1-type_HTH}[581-632]
a92393cc65e408a5fc1ee8f2ac3ef96fb18b45f3	PF08343:IPR013554-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860	25	O31875	1084	PF08343{RNR_N}:IPR013554{RNR_N}[8-88],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[90-163],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[167-1068],PF14890{Intein_splicing}[389-764],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[605-665]
0b17b5ff1c9b992b15af00883d2560f7720e74c9	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788	24	A0A218P0G6	1346	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[5-93],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[114-268],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[271-323],PF14890{Intein_splicing}[365-756],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[556-629],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[757-1208]
6ff00ccfb2ede0930af29e87f1fbfc676fe222ae	PF07972:IPR004465-PF08343:IPR013554-PF00317:IPR013509-PF02867:IPR000788	23	Q6YRG1	769	PF07972{Flavodoxin_NdrI}:IPR004465{RNR_NrdI}[2-39],PF08343{RNR_N}:IPR013554{RNR_N}[79-159],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[161-234],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[238-754]
c035eb526b9c25cbf5b0c486e46c7aa8c3a589a2	PF03477:IPR005144-PF03477:IPR005144-PF00317:IPR013509	22	T1AL22	302	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[9-68],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[112-196],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[253-298]
0fbfa915bf7ac1c23ac9443dd76e6a6a50effb86	PF00317:IPR013509-PF02867:IPR000788-PF14890	19	E3GWT4	789	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[1-80],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[85-754],PF14890{Intein_splicing}[307-472]
c0aea1e22a0397269f5debe6fb421339e87e75bb	PF00317:IPR013509-PF14890-PF14528:IPR004860-PF02867:IPR000788	16	A0A0M8K8F7	1239	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[27-105],PF14890{Intein_splicing}[140-504],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[256-317],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[505-1017]
fb7942fcae849b7c27ec088480e995d78a6ebabd	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF00462:IPR002109-PF02867:IPR000788	16	F2Y2K2	831	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[3-89],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[133-202],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[206-453],PF00462{Glutaredoxin}:IPR002109{Glutaredoxin}[456-509],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[522-803]
570d8534757bb4d2411ec07734f886bf17036cd7	PF00268:IPR000358-PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF02867:IPR000788	13	A0A075DXF1	976	PF00268{Ribonuc_red_sm}:IPR000358{RNR_small_fam}[23-285],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[417-496],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[500-593],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[628-788],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[795-945]
3f6f293d2bb337427d1294b88af545f9e595b5ca	PF12721:IPR025735-PF00317:IPR013509-PF02867:IPR000788	12	Q06A28	1174	PF12721{RHIM}:IPR025735{RHIM}[50-71],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[514-597],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[649-1135]
94bbc35684533eb7c070b3a90c06d43ce61403a5	PF00317:IPR013509-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF14890-PF14528:IPR004860	10	A0A0F7PDE8	1872	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[28-171],PF14890{Intein_splicing}[249-665],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[523-599],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[666-1608],PF14890{Intein_splicing}[914-1269],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1112-1208]
f61e9b1d8faf5a13e16575c887c1811d67056535	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF13403:IPR028992-PF14528:IPR004860-PF02867:IPR000788	10	A0A0C4WRZ5	1342	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[37-133],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[298-370],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[375-446],PF13403{Hint_2}:IPR028992{Hedgehog/Intein_dom}[447-511],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[683-732],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[820-1288]
74b0025e31c082928f4529d7df2f55b3856e1a36	PF03477:IPR005144-PF00317:IPR013509-PF14890-PF09062:IPR015147-PF14528:IPR004860-PF09061:IPR015146-PF02867:IPR000788-PF14890-PF14528:IPR004860	9	Q5JJ43	1746	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[5-93],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[114-268],PF14890{Intein_splicing}[309-755],PF09062{Endonuc_subdom}:IPR015147{PI-PfuI_intein_endonucl_subdom}[430-527],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[540-615],PF09061{Stirrup}:IPR015146{RNR_stirrup}[637-715],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[756-1607],PF14890{Intein_splicing}[994-1296],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1151-1242]
815dd11fa8953ce73d5907cc107d0a599eaf06a1	PF00317:IPR013509-PF14528:IPR004860-PF02867:IPR000788-PF14528:IPR004860	9	Q72GB8	1800	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[6-78],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[527-607],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[735-1593],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1135-1231]
c72022981eada6a180f53a5fe7da8ba4a0a7f110	PF00317:IPR013509-PF14528:IPR004860-PF02867:IPR000788	9	G4SWT6	1156	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[20-90],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[365-415],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[565-1091]
f10274a940e70826f347145ed7cdc80e01d5622b	PF08343:IPR013554-PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860	9	A0A1Q9W0R2	1032	PF08343{RNR_N}:IPR013554{RNR_N}[6-86],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[89-162],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[166-1007],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[562-639]
04666fc9c833299bd13bdb9334203366720a158b	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF02867:IPR000788	8	A0A0L0H4H3	1312	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[1-89],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[142-212],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[216-621],PF14890{Intein_splicing}[627-1138],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[1139-1261]
5b2fb4e010677a368e7282fb550a4a4431dfb86a	PF00317:IPR013509-PF02867:IPR000788-PF13443:IPR001387	8	A0A166UMJ6	852	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[4-80],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[85-551],PF13443{HTH_26}:IPR001387{Cro/C1-type_HTH}[575-632]
a938b2e1301d8fb298cceca367b522d776ba6723	PF00317:IPR013509-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF02867:IPR000788	8	A0A1F7LZP1	1334	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[2-74],PF14890{Intein_splicing}[147-565],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[354-421],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[566-987],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[990-1139]
bfde831c9e7555b75fd88d6bccfadbb563a13702	PF00317:IPR013509-PF13403:IPR028992-PF02867:IPR000788	8	A0A838JGN0	533	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[58-129],PF13403{Hint_2}:IPR028992{Hedgehog/Intein_dom}[136-239],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[299-372]
f7318573fe9a9b0d96494862f779ea90a3e0210a	PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF14528:IPR004860-PF02867:IPR000788	8	Q2S696	932	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[22-85],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[89-209],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[214-753],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[478-564],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[759-910]
58faa2727bb38024befa63e7043b5159adcdb18f	PF03477:IPR005144-PF00317:IPR013509-PF14890-PF09062:IPR015147-PF14528:IPR004860-PF09061:IPR015146-PF02867:IPR000788	7	B7R5G0	1361	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[5-93],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[114-268],PF14890{Intein_splicing}[309-755],PF09062{Endonuc_subdom}:IPR015147{PI-PfuI_intein_endonucl_subdom}[430-527],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[540-615],PF09061{Stirrup}:IPR015146{RNR_stirrup}[637-715],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[756-1225]
897daff36538b0ad2b57a47e7909f245e1a5f599	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF04419:IPR007513	7	E2ADQ3	889	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[32-120],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[173-243],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[247-768],PF04419{SERF-like_N}:IPR007513{SERF-like_N}[826-862]
a822ff8448f4e7ecc42d82e6fd56bb8683b01c78	PF03477:IPR005144-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14528:IPR004860-PF02867:IPR000788	7	Q3J866	1336	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[35-131],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[151-235],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[297-368],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[374-445],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[682-738],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[817-1287]
af7a5862360cc1fff6d6bd8db823bab928aefb26	PF00317:IPR013509-PF02867:IPR000788-PF14890-PF02867:IPR000788	7	A0A328PAE3	805	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[1-79],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[84-626],PF14890{Intein_splicing}[303-495],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[631-776]
b27bc7074f76a79ab6ce805ce1b550a68f661d49	PF00317:IPR013509-PF13403:IPR028992	7	A0A6J4RTN6	243	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[12-102],PF13403{Hint_2}:IPR028992{Hedgehog/Intein_dom}[107-151]
2b7340d9896db82beb8ee0d9a90f8a2ed05de4ff	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF07047:IPR010754	6	A0A0R3RWU1	1037	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[41-128],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[182-250],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[255-777],PF07047{OPA3}:IPR010754{OPA3-like}[862-976]
a5ca59c091435a699e636d3a9ccba9c6d1d42b56	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF14890-PF14528:IPR004860-PF02867:IPR000788-PF14890-PF14528:IPR004860	6	F4HMQ3	1703	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[5-93],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[114-268],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[271-323],PF14890{Intein_splicing}[366-756],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[556-625],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[757-1570],PF14890{Intein_splicing}[977-1259],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1134-1205]
bfd1e145cb5bc2f037a7395dac8c7893ddbf60d5	PF00317:IPR013509-PF14528:IPR004860-PF02867:IPR000788-PF14890-PF14528:IPR004860	6	A0A2R6ENI4	1899	PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[28-189],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[543-620],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[682-1624],PF14890{Intein_splicing}[924-1287],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[1130-1226]
09bd5e709d0369b91714e07c2aafcc8a32c62c27	PF03477:IPR005144-PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF13403:IPR028992-PF14528:IPR004860-PF02867:IPR000788	5	C1DPR2	1338	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[33-129],PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[149-233],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[294-366],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[371-442],PF13403{Hint_2}:IPR028992{Hedgehog/Intein_dom}[443-507],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[679-728],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[816-1284]
527aec1ea8fd2598fb5b6bcf6f7fd2de92db0b7c	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF02867:IPR000788-PF02867:IPR000788	5	A0A2D6EWG9	603	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[7-76],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[100-176],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[184-322],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[350-463],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[465-600]
5db76fb1d3fb7cfe21fd20a7bef74a3127fa00ea	PF03477:IPR005144-PF00317:IPR013509-PF14890-PF09062:IPR015147-PF14528:IPR004860-PF02867:IPR000788	5	A0A1J4RMZ2	982	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[6-89],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[106-181],PF14890{Intein_splicing}[253-694],PF09062{Endonuc_subdom}:IPR015147{PI-PfuI_intein_endonucl_subdom}[364-446],PF14528{LAGLIDADG_3}:IPR004860{LAGLIDADG_dom}[467-547],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[695-982]
69d2b321c1290822c2fa04039748d6e2ed79d881	PF08471:IPR013678-PF00317:IPR013509-PF02867:IPR000788	5	A0A7V9MF19	949	PF08471{Ribonuc_red_2_N}:IPR013678{RNR_2_N}[53-131],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[65-145],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[154-685]
91a7358acd49a44ef6fbd94c17dfb34a43c72596	PF03477:IPR005144-PF00317:IPR013509-PF02867:IPR000788-PF11955:IPR021099	5	A0A0D3D9C4	1244	PF03477{ATP-cone}:IPR005144{ATP-cone_dom}[1-88],PF00317{Ribonuc_red_lgN}:IPR013509{RNR_lsu_N}[142-212],PF02867{Ribonuc_red_lgC}:IPR000788{RNR_lg_C}[216-757],PF11955{PORR}:IPR021099{PORR_domain}[880-1205]
